№,Point_type,Category,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Sum_name_mon,Sum_name_eng,Lat,Long,Description_mon,Description_eng,Photo_URL,Name_kr,Name_jp,Name_cn,Name_ru
152,1,Байгалийн үзэсгэлэнт газар,Тайгам нуур,Taigam Lake,Говь-Алтай,Govi-Altai,Дэлгэр,Delger,46.36218,97.40159,Тайгам нуур далайн түвшнээс дээш 1780 метр өндөрт байдаг. Тус нуурын баруун өмнө эрэгт Дэлгэр сумын төв байрладаг. ,"Lake Taigam is located at an altitude of 1,780 meters above sea level. The center of Delger soum is located on the southwestern shore of the lake.",https://www.dropbox.com/scl/fi/q2udex58kqmf15x7oc9fp/.jpg?rlkey=dfp76ble1zqwb71085br9d7kj&raw=1,태감호,タイガム湖,泰伽姆湖,Озеро Тайгам
153,2,Түүхийн дурсгалт газар,Тайширын усан цахилгаан станц,Taishir Hydropower Station,Говь-Алтай,Govi-Altai,Тайшир,Taishir,46.69481,96.6654,Тайшир сумын төвөөс зүүн урд зүгт 13 км зайтай оршино.,It is located 13 km southeast of the center of Taishir soum.,https://www.dropbox.com/scl/fi/jfnix9sn27879ifmt26u6/.jpg?rlkey=qmwe2mu7ujfb705ay8dpxg157&raw=1,타이시르 수력발전소,太子水力発電所,太舍尔水电站,Тайширская ГЭС
154,1,Байгалийн үзэсгэлэнт газар,Тонхил нуур,Tonkhil Lake,Говь-Алтай,Govi-Altai,Тонхил,Tonkhil,46.18285,93.90512,Тонхил сумаас өмнө зүгт 16 км зайтай оршино.,It is located 16 km south of Tonkhil soum.,https://www.dropbox.com/scl/fi/772fzt4wzji76bkwoggk2/.jpg?rlkey=0cfa43vuxio721bkanso83k8c&raw=1,톤힐 호수,トンキル湖,通基尔湖,Озеро Тонхил
155,1,Байгалийн үзэсгэлэнт газар,Хутаг нуур,Khutag Lake,Говь-Алтай,Govi-Altai,Чандмань,Chandmani,45.23655,98.34225,Чандмань сумын төвөөс зүүн урд зүгт 30 км зайтай оршино. ,It is located 30 km southeast of the center of Chandman soum.,https://www.dropbox.com/scl/fi/8xuzfi05jtvzw9dszablf/.jpg?rlkey=ibk9zysudu3m3idc36clw5899&=1,쿠타그 호수,クータグ湖,库塔格湖,Озеро Хутаг
156,1,Байгалийн үзэсгэлэнт газар,Харандаа хад,Pencil Rock,Говь-Алтай,Govi-Altai,Тайшир,Taishir,46.69488,96.58191,Тайшир сумын төвөөс зүүн урд зүгт 5 км зайтай оршино.,It is located 5 km southeast of the center of Taishir soum.,https://www.dropbox.com/scl/fi/h7muczk7ugiqueluknsts/.jpg?rlkey=p8na1rxd1ithrq6fbd29q9w5o&raw=1,펜슬 락,ペンシルロック,铅笔摇滚,Карандаш Рок
157,1,Байгалийн үзэсгэлэнт газар,Хасагт хайрхан уул (3522м),Khasagt Kharkhan Mountain (3522m),Говь-Алтай,Govi-Altai,Шарга,Sharga,46.71945,95.85806,"Хасагт хайрхан уул нь Говь-Алтай аймгийн  Шарга, Жаргалан сумдын нутагт орших, далайн түвшнээс дээш 3578 метр өндөртэй, дархан цаазат газар юм.","Khasagt Khairkhan Mountain is a protected area located in the Sharga and Jargalan soums of Gobi-Altai aimag, at an altitude of 3,578 meters above sea level.",https://www.dropbox.com/scl/fi/1pw1vase6u6u4cg5x4mm8/.jpg?rlkey=8l4pubjj7ek5fv9njzuxo5umf&raw=1,카삭트 카르칸 산,カサグト ハルカン山,卡萨格特喀尔汗山,Гора Хасагт Хархан
158,1,Байгалийн үзэсгэлэнт газар,Хөлмийн нуур,Khulmiin Lake,Говь-Алтай,Govi-Altai,Тонхил,Tonkhil,46.18564,93.54615,Тонхил сумаас баруун өмнө зүгт 34 км зайтай оршино.,It is located 34 km southwest of Tonkhil soum.,https://www.dropbox.com/scl/fi/1pw1vase6u6u4cg5x4mm8/.jpg?rlkey=8l4pubjj7ek5fv9njzuxo5umf&raw=1,쿨미인 호수,クルミン湖,库尔敏湖,Озеро Хулмиин
159,2,Түүхийн дурсгалт газар,Хөшөө чулуу,Khushuu Chuluu ,Говь-Алтай,Govi-Altai,Чандмань,Chandmani,45.30794,97.96203,Чандмань сумын төвөөс баруун өмнө зүгт 3.4 км зайтай оршино.,It is located 3.4 km southwest of the center of Chandman soum.,https://www.dropbox.com/scl/fi/87d017kzucnpldjh10hvd/.jpg?rlkey=k8zw3fpk7ptpqqw7khzh2ntq3&raw=1,쿠슈 출루,クシュウ・チュルウ,胡舒楚鲁,Хушуу Чулуу
160,1,Байгалийн үзэсгэлэнт газар,Тэцэг нуур,Tetseg Lake,Говь-Алтай,Govi-Altai,Эрдэнэ,Erdene,45.19364,97.54099,Эрдэнэ сумын төвөөс баруун хойд зүгт 18 км зайд оршино.,It is located 18 km northwest of the center of Erdene soum.,https://www.dropbox.com/scl/fi/9z0cwq1ttswbmmrckm2c7/.jpg?rlkey=eziizrerwk3aflkpcmh4md1fl&raw=1,테테그 호수,テテグ湖,特特格湖,Озеро Тецег
161,1,Байгалийн үзэсгэлэнт газар,Шаргын цагаан нуур,Shargyn Tsagaan Lake,Говь-Алтай,Govi-Altai,Шарга,Sharga,46.26585,95.01069,Шарга сумаас баруун зүгт 25 км зайтай оршино.,It is located 25 km west of Sharga soum.,https://www.dropbox.com/scl/fi/yxfdvg1ndzx82dzst1ovq/.jpg?rlkey=yovfnc5mad6xvk73a7seym0e9&raw=1,샤긴 차강 호수,シャルギン・ツァガーン湖,沙尔金·察干湖,Озеро Шаргын Цаган
162,1,Байгалийн үзэсгэлэнт газар,Талын хүрхрээ, Steppe Waterfall,Говь-Алтай,Govi-Altai,Шарга,Sharga,46.59569,95.56402,Шарга сумын төвөөс зүүн хойд зүгт 45 км зайтай оршино.,It is located 45 km northeast of the center of Sharga soum.,https://www.dropbox.com/scl/fi/9qdy5wjhvy0i71t99wqum/.jpg?rlkey=mw0ojos8e6cis4r9buwhtkcse&raw=1,스텝 폭포,ステップの滝,草原瀑布,Степной Водопад
163,1,Байгалийн үзэсгэлэнт газар,Эрээн нуур,Ereen Lake,Говь-Алтай,Govi-Altai,Жаргалан,Jargalant,47.33629,95.7625,Жаргалан сумын төвөөс хойд зүгт 45 км зайтай оршино.,It is located 45 km north of the center of Jargalan soum.,https://www.dropbox.com/scl/fi/v515zxa641zydwf6u7xt1/.jpg?rlkey=p54se29dlgp6z40hilva7zmw8&raw=1,에린 호수,エリーン・レイク,艾琳湖,Эрин Лейк
164,1,Байгалийн үзэсгэлэнт газар,Ээж хайрхан уул (2274м),Eej Khairkhan Mountain (2274m),Говь-Алтай,Govi-Altai,"Цогт,Алтай","Tsogt, Altai",44.92833,96.20378,"Цогт , Алтай сумдын хилийн заагт далайн түвшнээс дээш 2274 метр өргөгдсөн ноён оргил бүхий байгалийн өвөрмөц тогтоцтой уул юм. Баянтоорой багийн төвөөс баруун зүгт 45 км зайтай орнино.",It is a unique natural mountain with a peak of 2274 meters above sea level on the border of Tsogt and Altai soums. It is located 45 km west of the center of Bayantoojoo.,https://www.dropbox.com/scl/fi/5kieqbs1wrt9suu616tjq/.jpg?rlkey=5k2wk3y06n8zsnsa1j9dn7ypn&raw=1,에이즈 카이르칸 산,イージ・ハイルカン山,伊吉海尔汗山,Гора Идж Хайрхан
165,3,Шашны дурсгалт газар,Хонгорын хүрээний туурь,Ruins of Khongor Monastery,Говь-Алтай,Govi-Altai,Жаргалан,Jargalan,46.82147,95.98906,Жаргалан сумын төвөөс зүүн өмнө зүгт 28 км зайтай оршино.,It is located 28 km southeast of the center of Jargalan soum.,https://www.dropbox.com/scl/fi/kawod0s7t73s3wdmsc6px/.jpg?rlkey=v0ksw2ia5jd70fn440k3gb402&raw=1,콩고르 수도원 유적,ホンゴル修道院の遺跡,洪戈尔寺遗址,Руины монастыря Хонгор
166,3,Шашны дурсгалт газар,Вандан дашилин хүрээний туурь,Ruins of Vandan Dashiling Monastery,Говь-Алтай,Govi-Altai,Баян-Уул,Bayan-Uul,46.8663,95.4549,Баян-Уул сумын төвөөс зүүн өмнө зүгт 28.5 км зайтай оршино.,It is located 28.5 km southeast of the center of Bayan-Uul soum.,https://www.dropbox.com/scl/fi/r6s184skmuh9zia96nle5/.jpg?rlkey=dsbaoo3bvi814zc6m92rcn0mr&raw=1,반단 다실링 수도원 유적,ヴァンダン・ダシリン寺院の遺跡,万丹大什林寺遗址,Руины монастыря Вандан Дашилин
167,3,Шашны дурсгалт газар,Бичигтийн хийдийн туурь,Ruins of Bichigt Monastery,Говь-Алтай,Govi-Altai,Баян-Уул,Bayan-Uul,47.10289,95.0785,Баян-Уул сумын төвөөс баруун хойд зүгт 16 км зайтай оршино.,It is located 16 km northwest of the center of Bayan-Uul soum.,https://www.dropbox.com/scl/fi/spqq0pkqfk99eyk1kf2f9/.jpg?rlkey=do45zgy7335f593tww71m7hpp&raw=1,비치그트 수도원 유적,ビチグト修道院の遺跡,比奇格特寺遗址,Руины монастыря Бичигт
168,1,Байгалийн үзэсгэлэнт газар,Сангийн далай нуур (Говь-Алтай),Sangiin Dalai Lake (Govi-Altai),Говь-Алтай,Govi-Altai,Хөх морьт,Khukhmorit,47.40732,94.95572,Хөх морьт сумын төвөөс зүүн зүгт 33 км зайтай Монгол элсний чанх өмнө оршино.,"It is located 33 km east of the center of Khokh Moryt soum, just before the Mongolian Els.",https://www.dropbox.com/scl/fi/1t8x7zbgig4q2ugzfmfco/.jpg?rlkey=hlpede9dyuya8wmzcvvvy3di4&raw=1,상긴 호수,サンギン湖,桑金湖,Озеро Сангин Далай
169,1,Байгалийн үзэсгэлэнт газар, Хасагт хайрхан уул (3578м),Khasagt Khairkhan Mountain (3578m),Говь-Алтай ,Govi-Altai,Жаргалан,jargalan,46.78919,95.80084,"Жаргалан сумын төвөөс баруун урд зүгт 25 км зайтай оршино. Далайн түвшнээс дээш 3578 меэр өргөгсөн байна,","This mountain, located 25 km southwest of the center of Jargalan soum, rises 3,578 meters above sea level.",https://www.dropbox.com/scl/fi/opv2zu8fw92shhixrmt81/.jpg?rlkey=0lthkjoip7hmjj9uki6upjn4z&raw=1,카삭트 카이르칸 산,カサグト ヘアカン山,卡萨格特凯尔汗山,Гора Хасагт Хайрхан
170,1,Байгалийн үзэсгэлэнт газар,Улаан толгойн нуур,Ulaan Tolgion Lake,Говь-Алтай,Govi-Altai,Есөнбулаг,Yesunbulag,46.38334,96.26167,Аймгийн төийн яг зүүн хойд талд оршино.,It is located just northeast of the provincial capital.,https://www.dropbox.com/scl/fi/58qypagbdisrrw8ubqgin/.jpeg?rlkey=mtkro169w2cx8mcohu86u6g10&raw=1,울란 톨고인 호수,ウラン・トルゴイン湖,乌兰陶勒贡湖,Озеро Улан-Толгоин
171,1,Байгалийн үзэсгэлэнт газар,Чойрын богд уул (1678м),Choiryn Bogd Mountain (1678m),Говьсүмбэр,Govisumber,Сүмбэр,Sumber,46.2431,108.78257,"Далайн түвшнээс дээш 1678 метр оргил бүхий Чойрын богд уул Говьсүмбэр, Дорноговь аймгийн хил дамнан байршина. Сүмбэр сумын төвөөс зүүн өмнө зүгт 38 км зайд оршино. ","Choirin Bogd Mountain, with a peak of 1,678 meters above sea level, is located on the border of Govisumber and Dornogovi aimags. It is located 38 km southeast of the center of Sumber soum.",https://www.dropbox.com/scl/fi/mvjmz6mroi4pq5wtzqja6/.jpg?rlkey=vr6mm1s07qp5gjghrppgw68ab&raw=1,초이린 복드 산,チョイリン ボグド マウンテン,乔林博格德山,Гора Чойрин Богд
172,2,Түүхийн дурсгалт газар,Нарантолгойн худаг,Narantolgoin Khudag,Дархан-Уул,Darkhan-Uul,Дархан,Darkhan,49.48538,105.95101,Дархан сумын нутагт оршино.,It is located in Darkhan soum.,,나란톨고인 쿠다그,ナラントルゴイン・クダーグ,纳兰托尔戈因胡达格,Нарантолгоин Худаг
173,3,Шашны дурсгалт газар,Бясалгалын зуун найман  агуй,One hundred and eight meditation caves,Дорноговь,Dornogovi,Өргөн,Urgun,44.61799,110.28367,Хамрын хийдээс зүүн хойд зүгт 3.0 км зайтай оршино.,It is located 3.0 km northeast of Khamar Monastery.,https://www.dropbox.com/scl/fi/zd2mtfllo4dpjty2hd34v/108.jpg?rlkey=37b4q5ddokimstf0ikqbjwvqk&raw=1,108개의 명상 동굴,108の瞑想洞窟,一百零八个冥想洞穴,Сто восемь пещер для медитации
174,3,Шашны дурсгалт газар,Өвгөн суварга,Uvgun Stupa,Дорноговь,Dornogovi,Сайншанд,Sainshand,44.59906,110.27175,Хамрын хийдэд байна,It's at the Khamrin Monastery.,,우브군 스투파,ウヴグン仏塔,乌夫贡佛塔,Ступа Увгун
175,3,Шашны дурсгалт газар,Мөөмтэй овоо,hill with breast,Дорноговь,Dornogovi,Сайншанд,Sainshand,44.60444,110.26894,Хамрын хийдээс баруун хойд зүгт 1.4 км зайтай оршино.,It is located 1.4 km westeast of Khamar Monastery.,https://www.dropbox.com/scl/fi/rzhj0hbwhx7el2u20rmwu/.jpg?rlkey=z42ejjxhechrxrfhzaiv0ftl2&raw=1,가슴이 있는 언덕,胸のある丘,山丘与乳房,холм с грудью
176,3,Шашны дурсгалт газар,Монголын анхны театрын туурь,Ruins of Mongolia's first theater,Дорноговь,Dornogovi,Сайншанд,Sainshand,44.60319,110.27736,Хамрын хийдээс зүүн хойд зүгт 0.8 км зайтай оршино.,It is located 0.8 km northeast of Khamar Monastery.,https://www.dropbox.com/scl/fi/31rszlkheuug6wmv0gia1/.jpg?rlkey=kmv1dsgh8ohp63vboya8eaaim&raw=1,몽골 최초의 극장 유적,モンゴル初の劇場の遺跡,蒙古第一座剧院遗址,Руины первого театра Монголии
177,3,Шашны дурсгалт газар,Хамрын хийд энергийн төв,Khamryn Monastery Energy Center,Дорноговь,Dornogovi,Сайншанд,Sainshand,44.61779,110.27524,Хамрын хийдээс хойд зүгт 2.4 км зайтай оршино.,It is located 2.4 km north of Khamar Monastery.,https://www.dropbox.com/scl/fi/g6cv0gogmg69wqjc2w44b/.jpg?rlkey=zn1gcsj8uwvow45b4pkfposmq&raw=1,캄린 수도원 에너지 센터,カムリン修道院エネルギーセンター,康林寺能源中心,Энергетический центр монастыря Хамрин
178,3,Шашны дурсгалт газар,Хамарын хийд,Khamar Monastery,Дорноговь,Dornogovi,Сайншанд,Sainshand,44.59737,110.27338,Сайншанд сумаас зүүн өмнө зүгт 36 км зайтай оршино.,It is located 36 km southeast of Sainshand soum.,https://www.dropbox.com/scl/fi/kwaj8h5cfhmzllwvlsmlq/.jpg?rlkey=wnmdltvmn6w0idays2hai3npk&raw=1,카마르 수도원,ハマール修道院,卡玛尔寺,Монастырь Хамар
179,1,Байгалийн үзэсгэлэнт газар,Хан Баянзүрх уул,Khan Bayanzurkh Mountain,Дорноговь,Dornogovi,Өргөн,Urgun,44.69225,110.04438,Сайншанд сумаас баруун өмнө зүгт 42 км зайтай оршино.,It is located 42 km southwest of Sainshand soum.,https://www.dropbox.com/scl/fi/i159itvcp4xkn3ka24yti/.jpg?rlkey=2fxpuwje522hu8sgee4rbcj07&raw=1,칸 바얀주르크 산,ハーン・バヤンズルク山,汗巴彦祖尔赫山,Гора Хан-Баянзурх
180,1,Байгалийн үзэсгэлэнт газар,Хэцүү тээгийн өрх агуй,Khetsuu Teeg Urkh Cave,Дорноговь,Dornogovi,Айраг,Airag,45.33916,108.7519,Айраг сумын төвөөс зүүн өмнө зүгт 75 км зайтай оршино.,It is located 75 km southeast of the center of Airag soum.,,케츠우 티그 우르크 동굴,ケツウ・ティーグ・ウルク洞窟,克苏·提格·乌尔赫洞穴,Пещера Хетсуу Тиг Урх
181,1,Байгалийн үзэсгэлэнт газар,Цагаан дэл агуй,Tsagaan Del Cave,Дорноговь,Dornogovi,Айраг,Airag,45.62551,109.10707,Айраг сумын төвөөс баруун урд зүгт 26 км зайтай оршино.,It is located 26 km southwest of the center of Airag soum.,https://www.dropbox.com/scl/fi/6ulkw3jfqkbwpwpoqv9s6/.jpg?rlkey=7ygq2bdwgweeif1thhs01rybl&raw=1,차가안 델 케이브,ツァガーン デル ケーブ,查甘德尔凯夫,Пещера Цагаан Дель
182,1,Байгалийн үзэсгэлэнт газар,Цонжийн чулуу,Tsonjiin Rock,Дорноговь,Dornogovi,Дэлгэрэх,Delgerekh,45.98263,111.4363,Дэлгэрэх сумын төвөөс зүүн хойд зүгт 29 км зайтай оршино.,It is located 29 km northeast of the center of Delgereh soum.,https://www.dropbox.com/scl/fi/74k6g47rsw69mrd78v8t3/.jpg?rlkey=dmsxvi2ak8fqywq6qzgyqzh4v&raw=1,Tsonjiin Rock,ツォンジン岩,尊济岩,Цонджин Рок
183,1,Байгалийн үзэсгэлэнт газар,Эргэлийн зоо,Ergeliin Zoo,Дорноговь,Dornogovi,Хатанбулаг,Khatanbulag,43.31536,108.92646,"Эргэлийн зоо нь Дорноговь аймгийн Хатанбулаг сумын нутагт орших байгалийн өвөрмөц тогтоцтой, палеонтологийн олдвор ихтэй газар юм. Хатанбулаг сумын төвөөс баруун хойд зүгт 28 км зайтай оршино.",Ergel Zoo is a unique natural site with a rich collection of paleontological finds in the Khatanbulag soum of Dornogovi aimag. It is located 28 km northwest of the center of Khatanbulag soum.,https://www.dropbox.com/scl/fi/3efc6et96olx47qexb2x3/.jpg?rlkey=dp9qn3jfagnb8f5chgtdhmvsn&raw=1,에르겔린 동물원,エルゲライン動物園,埃尔格林动物园,Эргелийн зоо
184,3,Шашны дурсгалт газар,Өлгий хийдийн туурь,Ruins of Ulgii Monastery,Дорноговь,Dornogovi,Мандах,Mandakh,43.60132,108.20959,Мандах сумын төвөөс өмнө зүгт 120 км зайтай оршино.,It is located 120 km south of the center of Mandakh soum.,https://www.dropbox.com/scl/fi/d0syfee2v33builkrhn41/.jpg?rlkey=kkm3q85zz8vqe37ozpra2bjl3&raw=1,울기 수도원 유적,ウルギイ修道院の遺跡,乌尔吉修道院遗址,Руины монастыря Ульгий
185,3,Шашны дурсгалт газар,Жанчив Дэчинлэн хийд,Janchiv Dechinlen Monastery,Дорноговь,Dornogovi,Мандах,Mandakh,43.60289,108.2108,Мандах сумын төвөөс өмнө зүгт 120 км зайтай оршино.,It is located 120 km south of the center of Mandakh soum.,https://www.dropbox.com/scl/fi/lpzgnucpzcb3j5ropwztr/.jpg?rlkey=o24l1dx5dbr4qozyaxeu35xi5&raw=1,잔치브 데친렌 수도원,ジャンチウ・デチンレン僧院,詹奇夫·德钦伦修道院,Монастырь Жанчив Дечинлен
186,3,Шашны дурсгалт газар,Тугийн сүмийн туурь,Ruins of Tugiin Temple,Дорнод,Dornod,Булган,Bulgan,47.99356,113.42183,Чингс хааны хар сүлдийг тахадаг байсан сум Булаг сумын төвөөс баруун зүгт 30 км зайтай оршино.,The temple where Genghis Khan's black coat of arms was placed is located 30 km west of the center of Bulag soum.,"https://www.dropbox.com/scl/fi/l9m1znf9afhjp3tdrovv7/.jpg?rlkey=9vz0fkl2pl34im41tafs18iqf&raw=1,https://www.dropbox.com/scl/fi/epnb1whn3zcwj5q7h69tk/1.jpg?rlkey=et2x4adscuoh0wnjs7q5rvflu&raw=1",투긴 사원 유적,トゥギイン寺院の遺跡,图金寺遗址,Руины храма Тугиин
187,3,Шашны дурсгалт газар,Угтамын хийд,Ugtam Monastery,Дорнод,Dornod,Баяндун,Bayandun,49.28652,113.76981,Баяндун сумын төвөөс зүүн хойд зүгт 38 км зайтай оршино.,It is located 38 km northeast of the center of Bayandun soum.,https://www.dropbox.com/scl/fi/1e50i216vyas2cbqvobf2/.jpg?rlkey=hc0gwsgbq28sxsh28j2fb5hxt&raw=1,우그탐 사원,ウグタム修道院,乌格塔姆寺,Монастырь Угтам
188,1,Байгалийн үзэсгэлэнт газар,Хөх нуур,Khukh Lake,Дорнод,Dornod,Чойбалсан,Choibalsan,49.52508,115.58288,Далайн түвшнээс дээш 565 метр өндөрт орших Монгол улсын хамгийн нам дор газар,"The lowest point in Mongolia, at 565 meters above sea level",https://www.dropbox.com/scl/fi/0jedv0tbjmteljvtfpmho/.jpg?rlkey=x53f9tkwzg9sjghuneldmj0cp&raw=1,쿠크 호수,クフ湖,库赫湖,Озеро Хух
189,2,Түүхийн дурсгалт газар,Эртний хотын туурь,Ruins of an ancient city,Дорнод,Dornod,Чойбалсан,Choibalsan,49.36317,116.08702,Чулуунхороот сумын төвөөс зүүн өмнө  зүгт 65 км зайтай оршино. ,It is located 65 km southeast of the center of Chuluunkhoroot soum.,https://www.dropbox.com/scl/fi/a2pt6ikdkb1aj5lshwtvx/.jpg?rlkey=cs24lv88fr1o18sh7h4dpzphv&raw=1,고대 도시의 유적,古代都市の遺跡,古城遗址,Руины древнего города
190,2,Түүхийн дурсгалт газар,Алтач,Altach,Дорнод,Dornod,Цагаан-Овоо,Tsagaan-Ovoo,48.57129,113.55958,Цагаан-Овоо сумаас зүүн зүгт 26 км зайтай Алтачийн бүрд гэх газар алтан тэрэг булсан гэх домог бүхий газар юм.,"Altachi Burd, located 26 km east of Tsagaan-Ovoo soum, is a place where a legend says that a golden chariot was buried.",,알타크,アルタッハ,阿尔塔赫,Альтах
191,1,Байгалийн үзэсгэлэнт газар,Ар сүмийн хоолой,Ar Sumiin Khooloi,Дорнод,Dornod,Халхгол,Khalkhgol,46.876,119.753,"Хянганы нурууны ойт хээрээс Төв Азийн хуурай хээрт шилжих шилжилтийн онцлогийг харуулсан Нөмрөгийн дархан цаазат газрын жижиг гол горхины татмууд, бургасан шугуйт хөндий, ой бүхий бэсрэг уулс, уулс хоорондын нуга, намгархаг газар, элсэн манхан бүхий дов толгод, дэнж маягийн тал, нугачаануудтай байгалийн гайхамшигт тогтоц бүхий газар юм.","The Nomruk Reserve, which represents the transition from the forest-steppe of the Hyangan Mountains to the dry steppe of Central Asia, is a place of magnificent natural formations with small river valleys, willow-covered valleys, forested lowlands, intermountain meadows, wetlands, sand dune hills, terraced plains, and meadows.",https://www.dropbox.com/scl/fi/lfmmfak9w8m7bvkf1xca9/.jpg?rlkey=6qol7phzm8zujyb0c79umwaku&raw=1,아르 수미인 쿨로이,アル・スミイン・クーロイ,阿尔·苏米因·库洛伊,Ар Сумиин Холой
192,3,Шашны дурсгалт газар,Ар хамбын хийдийн туурь,Ruins of Ar Khamby Monastery,Дорнод,Dornod,Матад,Mathad,47.05824,115.05824,Матад сумын төвөөс баруун хойд 39.5 км зайтай оршино.,It is located 39.5 km northwest of the center of Matad soum.,https://www.dropbox.com/scl/fi/yhj90p8zhgjk178seuc5h/.jpg?rlkey=s32ez56hp8vp51h3udpuocum6&raw=1,아르캄비 수도원 유적,アル・カンビー修道院の遺跡,阿坎比寺遗址,Руины монастыря Ар Хамбын
193,2,Түүхийн дурсгалт газар,Арслан хадны зураг,Picture on Lion Rock,Дорнод,Dornod,Баяндун,Bayandun,49.05383,113.06099,Баяндун сумын төвөөс баруун урд зүгт 50 гаруй км зайтай оршино. ,It is located more than 50 kilometers southwest of the center of Bayandun soum.,https://www.dropbox.com/scl/fi/bdbcfghfmidcc4wrooy9n/.jpg?rlkey=8r55e91vmmv33yaglzzooq040&raw=1,라이언 록의 그림,ライオンロックに描かれた絵,在狮子岩上作画,Рисование на Львиной скале
194,1,Байгалийн үзэсгэлэнт газар,Бүүргэний цагаан нуур,White Lake of Burgen,Дорнод,Dornod,Баяндун,Bayandun,49.40431,113.25075,Баяндун сумын төвөөс баруун хойд зүгт 21 км зайтай далайн түвшнээс дээш 812 метрт байна. ,"It is located 21 km northwest of the center of Bayandun soum, at an altitude of 812 meters above sea level.",https://www.dropbox.com/scl/fi/fwwwrypl0m1b52vb27fdg/.jpg?rlkey=aaqqh78p2id8e75g54617s6xo&raw=1,부르겐의 백호수,バーゲンのホワイトレイク,布尔根白湖,Белое озеро Бурген
195,1,Байгалийн үзэсгэлэнт газар,Баян хангай,Bayan Khangai,Дорнод,Dornod,Матад,Mathad,46.86662,115.23547,Матад сумын төвөөс баруун өмнө зүгт 16 км зайтай оршино.,It is located 16 km southwest of the center of Matad soum.,https://www.dropbox.com/scl/fi/42fjk04l377lxemnd6rqr/.jpg?rlkey=21mzapgp7145gsb1za7h1tvg7&raw=1,바얀 항가이,バヤン・ハンガイ,巴彦康爱,Баян Хангай
196,2,Түүхийн дурсгалт газар,Бөмбөг дэлбэрсэн ул мөр,Bombing Trace,Дорнод,Dornod,Халхгол,Khalkhgol,47.70092,118.55413,Халх гол сумын төвөөс баруун хойд зүгт 11.5 км зайтай оршино.,It is located 11.5 km northwest of the center of Khalkh Gol soum.,https://www.dropbox.com/scl/fi/gsgpn9em1gn2y7x09w7ki/.jpg?rlkey=w9r5io2jfkliy8kndy493hjex&raw=1,폭격 흔적,爆撃跡,轰炸痕迹,След бомбардировки
197,1,Байгалийн үзэсгэлэнт газар,Буйр нуур,Buir Lake,Дорнод,Dornod,Халхгол,Khalkhgol,47.78282,117.68649,"Зүүн хойноос баруун урагш 40 километр,  өргөн нь 21 километр, эргийн шугамын урт 113 километр. Далайн түвшнээс дээш 581 метр өндөрт байна.","It is 40 kilometers long from northeast to southwest, 21 kilometers wide, and has a coastline of 113 kilometers. It is 581 meters above sea level.",https://www.dropbox.com/scl/fi/2wtqbzsx904fc14wj11wp/.jpg?rlkey=vic5ibyadhs65yjbv0wbloc5y&raw=1,뷰어 호수,ブイル湖,贝尔湖,Озеро Буир
198,3,Шашны дурсгалт газар,Бурхант хад,Burkhant Rock,Дорнод,Dornod,Баяндун,Bayandun,48.99143,113.40843,Баяндун сумын төвөөс зүүн өмнө зүгт 40 км зайтай оршино. ,It is located 40 km southeast of the center of Bayandun soum.,https://www.dropbox.com/scl/fi/hxy9qs3g7sfsv6xad58qk/.jpg?rlkey=vs5jg1oqbunjmk1o4g104ta1y&raw=1,부르칸트 록,ブルカント ロック,布尔坎特岩,Бурхант Рок
199,1,Байгалийн үзэсгэлэнт газар,Галуут нуур,Galuut Lake,Дорнод,Dornod,Чулуунхороот,Chuluunkhroot,49.75047,115.2769,Чулуунхороот сумын төвөөс баруун өмнө  зүгт 33 км зайтай оршино. ,It is located 33 km southwest of the center of Chuluunkhoroot soum.,https://www.dropbox.com/scl/fi/ifbivn3y9sw5cmbb9t5ei/.jpg?rlkey=8bfzz8ngbw5suowkouauwwv3o&raw=1,갈루트 호수,ガルート湖,加鲁特湖,Галуутское озеро
200,1,Байгалийн үзэсгэлэнт газар,Жирэмийн цагаан нуур Дорнод,White Lake of Jirem,Дорнод,Dornod,Чулуунхороот,Chuluunkhroot,49.58517,116.04255,Чулуунхороот сумын төвөөс зүүн өмнө  зүгт 43 км зайтай оршино. ,It is located 43 km southeast of the center of Chuluunkhoroot soum.,https://www.dropbox.com/scl/fi/rok0x8gykb855fdaug49z/.jpg?rlkey=s6udrbboaq21k6pdzndw9f2od&raw=1,지렘의 백호,ジレムの白い湖,吉里姆白湖,Белое озеро Джирем
201,1,Байгалийн үзэсгэлэнт газар,Гурваны нуур,Gurvan Nuur Lake,Дорнод,Dornod,Баянтүмэн,Bayantumen,48.18698,114.43628,Чойбалсан хотоос  хойд зүгт 14 км зайтай оршино. ,It is located 14 km north of Choibalsan city.,https://www.dropbox.com/scl/fi/5o7ozme53eaagtqymmahe/.jpg?rlkey=ridwfrggeb8cd3ia46s2xcq9w&raw=1,구르반 누르 호수,グルバン ヌール湖,古尔万努尔湖,Озеро Гурван Нуур
